No,Date,Close,MAX,Skala
0,1/1/2009,77,1525,0.050491803
1,1/8/2009,67,1525,0.043934426
2,1/15/2009,71,1525,0.046557377
3,1/22/2009,63,1525,0.041311475
4,1/29/2009,63,1525,0.041311475
5,2/5/2009,64,1525,0.041967213
6,2/12/2009,63,1525,0.041311475
7,2/19/2009,63,1525,0.041311475
8,2/26/2009,65,1525,0.042622951
9,3/5/2009,65,1525,0.042622951
10,3/12/2009,65,1525,0.042622951
11,3/19/2009,66,1525,0.043278689
12,3/26/2009,68,1525,0.044590164
13,4/2/2009,75,1525,0.049180328
14,4/9/2009,76,1525,0.049836066
15,4/16/2009,78,1525,0.051147541
16,4/23/2009,80,1525,0.052459016
17,4/30/2009,81,1525,0.053114754
18,5/7/2009,85,1525,0.055737705
19,5/14/2009,88,1525,0.057704918
20,5/21/2009,92,1525,0.060327869
21,5/28/2009,94,1525,0.061639344
22,6/4/2009,94,1525,0.061639344
23,6/11/2009,93,1525,0.060983607
24,6/18/2009,93,1525,0.060983607
25,6/25/2009,92,1525,0.060327869
26,7/2/2009,93,1525,0.060983607
27,7/9/2009,93,1525,0.060983607
28,7/16/2009,97,1525,0.063606557
29,7/23/2009,104,1525,0.068196721
30,7/30/2009,106,1525,0.069508197
31,8/6/2009,104,1525,0.068196721
32,8/13/2009,107,1525,0.070163934
33,8/20/2009,107,1525,0.070163934
34,8/27/2009,109,1525,0.07147541
35,9/3/2009,118,1525,0.077377049
36,9/10/2009,120,1525,0.078688525
37,9/17/2009,123,1525,0.080655738
38,9/24/2009,123,1525,0.080655738
39,10/1/2009,125,1525,0.081967213
40,10/8/2009,130,1525,0.085245902
41,10/15/2009,134,1525,0.087868852
42,10/22/2009,147,1525,0.096393443
43,10/29/2009,157,1525,0.10295082
44,11/5/2009,152,1525,0.099672131
45,11/12/2009,149,1525,0.097704918
46,11/19/2009,151,1525,0.099016393
47,11/26/2009,154,1525,0.100983607
48,12/3/2009,153,1525,0.100327869
49,12/10/2009,152,1525,0.099672131
50,12/17/2009,153,1525,0.100327869
51,12/24/2009,151,1525,0.099016393
52,12/31/2009,150,1525,0.098360656
53,1/7/2010,151,1525,0.099016393
54,1/14/2010,147,1525,0.096393443
55,1/21/2010,149,1525,0.097704918
56,1/28/2010,146,1525,0.095737705
57,2/4/2010,146,1525,0.095737705
58,2/11/2010,132,1525,0.086557377
59,2/18/2010,139,1525,0.091147541
60,2/25/2010,136,1525,0.089180328
61,3/4/2010,142,1525,0.093114754
62,3/11/2010,157,1525,0.10295082
63,3/18/2010,166,1525,0.108852459
64,3/25/2010,164,1525,0.107540984
65,4/1/2010,161,1525,0.10557377
66,4/8/2010,170,1525,0.11147541
67,4/15/2010,169,1525,0.110819672
68,4/22/2010,171,1525,0.112131148
69,4/29/2010,173,1525,0.113442623
70,5/6/2010,172,1525,0.112786885
71,5/13/2010,172,1525,0.112786885
72,5/20/2010,171,1525,0.112131148
73,5/27/2010,173,1525,0.113442623
74,6/3/2010,175,1525,0.114754098
75,6/10/2010,176,1525,0.115409836
76,6/17/2010,180,1525,0.118032787
77,6/24/2010,180,1525,0.118032787
78,7/1/2010,185,1525,0.121311475
79,7/8/2010,186,1525,0.121967213
80,7/15/2010,185,1525,0.121311475
81,7/22/2010,184,1525,0.120655738
82,7/29/2010,185,1525,0.121311475
83,8/5/2010,183,1525,0.12
84,8/12/2010,182,1525,0.119344262
85,8/19/2010,182,1525,0.119344262
86,8/26/2010,178,1525,0.116721311
87,9/2/2010,180,1525,0.118032787
88,9/9/2010,186,1525,0.121967213
89,9/16/2010,205,1525,0.13442623
90,9/23/2010,210,1525,0.137704918
91,9/30/2010,220,1525,0.144262295
92,10/7/2010,215,1525,0.140983607
93,10/14/2010,215,1525,0.140983607
94,10/21/2010,270,1525,0.17704918
95,10/28/2010,275,1525,0.180327869
96,11/4/2010,267.5,1525,0.175409836
97,11/11/2010,260,1525,0.170491803
98,11/18/2010,235,1525,0.154098361
99,11/25/2010,260,1525,0.170491803
100,12/2/2010,257.5,1525,0.168852459
101,12/9/2010,270,1525,0.17704918
102,12/16/2010,265,1525,0.173770492
103,12/23/2010,280,1525,0.183606557
104,12/30/2010,280,1525,0.183606557
105,1/6/2011,267.5,1525,0.175409836
106,1/13/2011,247.5,1525,0.162295082
107,1/20/2011,265,1525,0.173770492
108,1/27/2011,255,1525,0.167213115
109,2/3/2011,250,1525,0.163934426
110,2/10/2011,225,1525,0.147540984
111,2/17/2011,240,1525,0.157377049
112,2/24/2011,240,1525,0.157377049
113,3/3/2011,260,1525,0.170491803
114,3/10/2011,260,1525,0.170491803
115,3/17/2011,262.5,1525,0.172131148
116,3/24/2011,260,1525,0.170491803
117,3/31/2011,260,1525,0.170491803
118,4/7/2011,255,1525,0.167213115
119,4/14/2011,257.5,1525,0.168852459
120,4/21/2011,262.5,1525,0.172131148
121,4/28/2011,265,1525,0.173770492
122,5/5/2011,267.5,1525,0.175409836
123,5/12/2011,270,1525,0.17704918
124,5/19/2011,270,1525,0.17704918
125,5/26/2011,260,1525,0.170491803
126,6/2/2011,302.5,1525,0.198360656
127,6/9/2011,300,1525,0.196721311
128,6/16/2011,300,1525,0.196721311
129,6/23/2011,300,1525,0.196721311
130,6/30/2011,300,1525,0.196721311
131,7/7/2011,300,1525,0.196721311
132,7/14/2011,315,1525,0.206557377
133,7/21/2011,347.5,1525,0.227868852
134,7/28/2011,340,1525,0.22295082
135,8/4/2011,325,1525,0.213114754
136,8/11/2011,315,1525,0.206557377
137,8/18/2011,332.5,1525,0.218032787
138,8/25/2011,330,1525,0.216393443
139,9/1/2011,332.5,1525,0.218032787
140,9/8/2011,332.5,1525,0.218032787
141,9/15/2011,325,1525,0.213114754
142,9/22/2011,335,1525,0.219672131
143,9/29/2011,317.5,1525,0.208196721
144,10/6/2011,340,1525,0.22295082
145,10/13/2011,337.5,1525,0.221311475
146,10/20/2011,340,1525,0.22295082
147,10/27/2011,340,1525,0.22295082
148,11/3/2011,360,1525,0.236065574
149,11/10/2011,362.5,1525,0.237704918
150,11/17/2011,380,1525,0.249180328
151,11/24/2011,380,1525,0.249180328
152,12/1/2011,380,1525,0.249180328
153,12/8/2011,390,1525,0.255737705
154,12/15/2011,390,1525,0.255737705
155,12/22/2011,415,1525,0.272131148
156,12/29/2011,415,1525,0.272131148
157,1/5/2012,395,1525,0.259016393
158,1/12/2012,402.5,1525,0.263934426
159,1/19/2012,412.5,1525,0.270491803
160,1/26/2012,435,1525,0.285245902
161,2/2/2012,427.5,1525,0.280327869
162,2/9/2012,442.5,1525,0.290163934
163,2/16/2012,452.5,1525,0.296721311
164,2/23/2012,432.5,1525,0.283606557
165,3/1/2012,442.5,1525,0.290163934
166,3/8/2012,460,1525,0.301639344
167,3/15/2012,465,1525,0.304918033
168,3/22/2012,440,1525,0.28852459
169,3/29/2012,447.5,1525,0.293442623
170,4/5/2012,447.5,1525,0.293442623
171,4/12/2012,447.5,1525,0.293442623
172,4/19/2012,450,1525,0.295081967
173,4/26/2012,525,1525,0.344262295
174,5/3/2012,515,1525,0.337704918
175,5/10/2012,525,1525,0.344262295
176,5/17/2012,520,1525,0.340983607
177,5/24/2012,545,1525,0.357377049
178,5/31/2012,515,1525,0.337704918
179,6/7/2012,505,1525,0.331147541
180,6/14/2012,505,1525,0.331147541
181,6/21/2012,535,1525,0.350819672
182,6/28/2012,535,1525,0.350819672
183,7/5/2012,565,1525,0.370491803
184,7/12/2012,580,1525,0.380327869
185,7/19/2012,595,1525,0.390163934
186,7/26/2012,600,1525,0.393442623
187,8/2/2012,610,1525,0.4
188,8/9/2012,600,1525,0.393442623
189,8/16/2012,600,1525,0.393442623
190,8/23/2012,595,1525,0.390163934
191,8/30/2012,600,1525,0.393442623
192,9/6/2012,625,1525,0.409836066
193,9/13/2012,610,1525,0.4
194,9/20/2012,600,1525,0.393442623
195,9/27/2012,655,1525,0.429508197
196,10/4/2012,625,1525,0.409836066
197,10/11/2012,665,1525,0.436065574
198,10/18/2012,690,1525,0.452459016
199,10/25/2012,700,1525,0.459016393
200,11/1/2012,720,1525,0.472131148
201,11/8/2012,710,1525,0.46557377
202,11/15/2012,730,1525,0.478688525
203,11/22/2012,730,1525,0.478688525
204,11/29/2012,770,1525,0.504918033
205,12/6/2012,740,1525,0.485245902
206,12/13/2012,790,1525,0.518032787
207,12/20/2012,830,1525,0.544262295
208,12/27/2012,820,1525,0.537704918
209,1/3/2013,800,1525,0.524590164
210,1/10/2013,780,1525,0.51147541
211,1/17/2013,800,1525,0.524590164
212,1/24/2013,770,1525,0.504918033
213,1/31/2013,740,1525,0.485245902
214,2/7/2013,710,1525,0.46557377
215,2/14/2013,720,1525,0.472131148
216,2/21/2013,720,1525,0.472131148
217,2/28/2013,790,1525,0.518032787
218,3/7/2013,780,1525,0.51147541
219,3/14/2013,810,1525,0.531147541
220,3/21/2013,810,1525,0.531147541
221,3/28/2013,890,1525,0.583606557
222,4/4/2013,900,1525,0.590163934
223,4/11/2013,970,1525,0.636065574
224,4/18/2013,1070,1525,0.701639344
225,4/25/2013,940,1525,0.616393443
226,5/2/2013,960,1525,0.629508197
227,5/9/2013,910,1525,0.596721311
228,5/16/2013,900,1525,0.590163934
