No,Date,Close,MAX,Skala
0,1/1/2009,4575,85275,0.053649956
1,1/8/2009,4900,85275,0.057461155
2,1/15/2009,4625,85275,0.054236294
3,1/22/2009,5075,85275,0.059513339
4,1/29/2009,6000,85275,0.070360598
5,2/5/2009,5400,85275,0.063324538
6,2/12/2009,5600,85275,0.065669892
7,2/19/2009,5250,85275,0.061565523
8,2/26/2009,5150,85275,0.060392847
9,3/5/2009,5150,85275,0.060392847
10,3/12/2009,5250,85275,0.061565523
11,3/19/2009,5650,85275,0.06625623
12,3/26/2009,6000,85275,0.070360598
13,4/2/2009,6250,85275,0.07329229
14,4/9/2009,6400,85275,0.075051305
15,4/16/2009,6350,85275,0.074464966
16,4/23/2009,6450,85275,0.075637643
17,4/30/2009,7800,85275,0.091468777
18,5/7/2009,8400,85275,0.098504837
19,5/14/2009,10000,85275,0.117267663
20,5/21/2009,10400,85275,0.12195837
21,5/28/2009,11050,85275,0.129580768
22,6/4/2009,11500,85275,0.134857813
23,6/11/2009,12050,85275,0.141307534
24,6/18/2009,11600,85275,0.13603049
25,6/25/2009,12350,85275,0.144825564
26,7/2/2009,12050,85275,0.141307534
27,7/9/2009,13500,85275,0.158311346
28,7/16/2009,13300,85275,0.155965992
29,7/23/2009,13150,85275,0.154206977
30,7/30/2009,15150,85275,0.17766051
31,8/6/2009,14600,85275,0.171210789
32,8/13/2009,14500,85275,0.170038112
33,8/20/2009,14650,85275,0.171797127
34,8/27/2009,14600,85275,0.171210789
35,9/3/2009,14200,85275,0.166520082
36,9/10/2009,14300,85275,0.167692759
37,9/17/2009,9150,85275,0.107299912
38,9/24/2009,14900,85275,0.174728819
39,10/1/2009,13850,85275,0.162415714
40,10/8/2009,14250,85275,0.16710642
41,10/15/2009,14000,85275,0.164174729
42,10/22/2009,12850,85275,0.150688948
43,10/29/2009,15200,85275,0.178246848
44,11/5/2009,16300,85275,0.191146291
45,11/12/2009,16850,85275,0.197596013
46,11/19/2009,16950,85275,0.19876869
47,11/26/2009,18500,85275,0.216945177
48,12/3/2009,18700,85275,0.219290531
49,12/10/2009,20250,85275,0.237467018
50,12/17/2009,20000,85275,0.234535327
51,12/24/2009,21550,85275,0.252711815
52,12/31/2009,21300,85275,0.249780123
53,1/7/2010,23550,85275,0.276165347
54,1/14/2010,24200,85275,0.283787746
55,1/21/2010,23500,85275,0.275579009
56,1/28/2010,24600,85275,0.288478452
57,2/4/2010,24250,85275,0.284374084
58,2/11/2010,24300,85275,0.284960422
59,2/18/2010,25600,85275,0.300205218
60,2/25/2010,27750,85275,0.325417766
61,3/4/2010,27100,85275,0.317795368
62,3/11/2010,27200,85275,0.318968045
63,3/18/2010,25900,85275,0.303723248
64,3/25/2010,24750,85275,0.290237467
65,4/1/2010,27000,85275,0.316622691
66,4/8/2010,27500,85275,0.322486074
67,4/15/2010,27400,85275,0.321313398
68,4/22/2010,27550,85275,0.323072413
69,4/29/2010,27950,85275,0.327763119
70,5/6/2010,31400,85275,0.368220463
71,5/13/2010,30800,85275,0.361184403
