No,Date,Close,MAX,Skala
0,1/1/2009,1033.170044,2288.939941,0.451374903
1,1/8/2009,965.973022,2288.939941,0.422017636
2,1/15/2009,915.575012,2288.939941,0.399999579
3,1/22/2009,923.974976,2288.939941,0.403669384
4,1/29/2009,898.775024,2288.939941,0.392659942
5,2/5/2009,974.372986,2288.939941,0.425687441
6,2/12/2009,923.974976,2288.939941,0.403669384
7,2/19/2009,1007.969971,2288.939941,0.440365408
8,2/26/2009,974.372986,2288.939941,0.425687441
9,3/5/2009,898.775024,2288.939941,0.392659942
10,3/12/2009,890.375,2288.939941,0.38899011
11,3/19/2009,940.773987,2288.939941,0.411008594
12,3/26/2009,923.974976,2288.939941,0.403669384
13,4/2/2009,1016.369995,2288.939941,0.44403524
14,4/9/2009,1201.170044,2288.939941,0.524771324
15,4/16/2009,1100.369995,2288.939941,0.48073345
16,4/23/2009,1125.569946,2288.939941,0.491742892
17,4/30/2009,1385.959961,2288.939941,0.605502982
18,5/7/2009,1671.550049,2288.939941,0.730272568
19,5/14/2009,1579.160034,2288.939941,0.689908899
20,5/21/2009,1646.349976,2288.939941,0.719263073
21,5/28/2009,1826.949951,2288.939941,0.798164215
22,6/4/2009,1994.949951,2288.939941,0.871560636
23,6/11/2009,1826.949951,2288.939941,0.798164215
24,6/18/2009,1721.949951,2288.939941,0.752291452
25,6/25/2009,1721.949951,2288.939941,0.752291452
26,7/2/2009,1679.949951,2288.939941,0.733942346
27,7/9/2009,1629.560059,2288.939941,0.711927836
28,7/16/2009,1663.150024,2288.939941,0.726602736
29,7/23/2009,1742.949951,2288.939941,0.761466004
30,7/30/2009,1931.949951,2288.939941,0.844036978
31,8/6/2009,2183.939941,2288.939941,0.954127237
32,8/13/2009,1994.949951,2288.939941,0.871560636
33,8/20/2009,2078.939941,2288.939941,0.908254474
34,8/27/2009,1847.949951,2288.939941,0.807338768
35,9/3/2009,2057.939941,2288.939941,0.899079921
36,9/10/2009,2183.939941,2288.939941,0.954127237
37,9/17/2009,2162.939941,2288.939941,0.944952684
38,9/24/2009,2057.939941,2288.939941,0.899079921
39,10/1/2009,2183.939941,2288.939941,0.954127237
40,10/8/2009,2204.939941,2288.939941,0.963301789
41,10/15/2009,2162.939941,2288.939941,0.944952684
42,10/22/2009,1931.949951,2288.939941,0.844036978
43,10/29/2009,1973.949951,2288.939941,0.862386083
44,11/5/2009,1889.949951,2288.939941,0.825687873
45,11/12/2009,2057.939941,2288.939941,0.899079921
46,11/19/2009,1952.949951,2288.939941,0.853211531
47,11/26/2009,2015.939941,2288.939941,0.880730816
48,12/3/2009,1910.949951,2288.939941,0.834862426
49,12/10/2009,1847.949951,2288.939941,0.807338768
50,12/17/2009,1763.949951,2288.939941,0.770640557
51,12/24/2009,1847.949951,2288.939941,0.807338768
52,12/31/2009,1931.949951,2288.939941,0.844036978
53,1/7/2010,1910.949951,2288.939941,0.834862426
54,1/14/2010,1826.949951,2288.939941,0.798164215
55,1/21/2010,1784.949951,2288.939941,0.77981511
56,1/28/2010,1763.949951,2288.939941,0.770640557
57,2/4/2010,1637.949951,2288.939941,0.715593241
58,2/11/2010,1784.949951,2288.939941,0.77981511
59,2/18/2010,1742.949951,2288.939941,0.761466004
60,2/25/2010,1763.949951,2288.939941,0.770640557
61,3/4/2010,1805.949951,2288.939941,0.788989662
62,3/11/2010,1868.949951,2288.939941,0.81651332
63,3/18/2010,1805.949951,2288.939941,0.788989662
64,3/25/2010,2015.939941,2288.939941,0.880730816
65,4/1/2010,1973.949951,2288.939941,0.862386083
66,4/8/2010,2120.939941,2288.939941,0.926603579
67,4/15/2010,2099.939941,2288.939941,0.917429026
68,4/22/2010,1994.949951,2288.939941,0.871560636
69,4/29/2010,1868.949951,2288.939941,0.81651332
70,5/6/2010,1784.949951,2288.939941,0.77981511
71,5/13/2010,1663.150024,2288.939941,0.726602736
72,5/20/2010,1511.959961,2288.939941,0.660550298
73,5/27/2010,1621.160034,2288.939941,0.708258004
74,6/3/2010,1595.959961,2288.939941,0.697248509
75,6/10/2010,1679.949951,2288.939941,0.733942346
76,6/17/2010,1721.949951,2288.939941,0.752291452
77,6/24/2010,1629.560059,2288.939941,0.711927836
78,7/1/2010,1621.160034,2288.939941,0.708258004
79,7/8/2010,1654.75,2288.939941,0.722932905
80,7/15/2010,1700.949951,2288.939941,0.743116899
81,7/22/2010,1721.949951,2288.939941,0.752291452
82,7/29/2010,1763.949951,2288.939941,0.770640557
83,8/5/2010,1763.949951,2288.939941,0.770640557
84,8/12/2010,1784.949951,2288.939941,0.77981511
85,8/19/2010,1742.949951,2288.939941,0.761466004
86,8/26/2010,1763.949951,2288.939941,0.770640557
87,9/2/2010,1784.949951,2288.939941,0.77981511
88,9/9/2010,1868.949951,2288.939941,0.81651332
89,9/16/2010,1889.949951,2288.939941,0.825687873
90,9/23/2010,1910.949951,2288.939941,0.834862426
91,9/30/2010,2099.939941,2288.939941,0.917429026
92,10/7/2010,2057.939941,2288.939941,0.899079921
93,10/14/2010,2036.939941,2288.939941,0.889905368
94,10/21/2010,2099.939941,2288.939941,0.917429026
95,10/28/2010,2099.939941,2288.939941,0.917429026
96,11/4/2010,2288.939941,2288.939941,1
97,11/11/2010,2141.939941,2288.939941,0.935778131
98,11/18/2010,2099.939941,2288.939941,0.917429026
99,11/25/2010,2057.939941,2288.939941,0.899079921
100,12/2/2010,2078.939941,2288.939941,0.908254474
101,12/9/2010,1994.949951,2288.939941,0.871560636
102,12/16/2010,1994.949951,2288.939941,0.871560636
103,12/23/2010,2078.939941,2288.939941,0.908254474
104,12/30/2010,2120.939941,2288.939941,0.926603579
105,1/6/2011,2015.939941,2288.939941,0.880730816
106,1/13/2011,1973.949951,2288.939941,0.862386083
107,1/20/2011,1910.949951,2288.939941,0.834862426
108,1/27/2011,1931.949951,2288.939941,0.844036978
109,2/3/2011,1868.949951,2288.939941,0.81651332
110,2/10/2011,1847.949951,2288.939941,0.807338768
111,2/17/2011,1868.949951,2288.939941,0.81651332
112,2/24/2011,1910.949951,2288.939941,0.834862426
113,3/3/2011,1889.949951,2288.939941,0.825687873
114,3/10/2011,1805.949951,2288.939941,0.788989662
115,3/17/2011,1826.949951,2288.939941,0.798164215
116,3/24/2011,1931.949951,2288.939941,0.844036978
117,3/31/2011,1952.949951,2288.939941,0.853211531
118,4/7/2011,1973.949951,2288.939941,0.862386083
119,4/14/2011,1931.949951,2288.939941,0.844036978
120,4/21/2011,1931.949951,2288.939941,0.844036978
121,4/28/2011,1868.949951,2288.939941,0.81651332
122,5/5/2011,1889.949951,2288.939941,0.825687873
123,5/12/2011,1868.949951,2288.939941,0.81651332
124,5/19/2011,1763.949951,2288.939941,0.770640557
125,5/26/2011,1805.949951,2288.939941,0.788989662
126,6/2/2011,1784.949951,2288.939941,0.77981511
127,6/9/2011,1784.949951,2288.939941,0.77981511
128,6/16/2011,1721.949951,2288.939941,0.752291452
129,6/23/2011,1763.949951,2288.939941,0.770640557
130,6/30/2011,1805.949951,2288.939941,0.788989662
131,7/7/2011,1721.949951,2288.939941,0.752291452
132,7/14/2011,1721.949951,2288.939941,0.752291452
133,7/21/2011,1721.949951,2288.939941,0.752291452
134,7/28/2011,1679.949951,2288.939941,0.733942346
135,8/4/2011,1570.76001,2288.939941,0.686239067
136,8/11/2011,1654.75,2288.939941,0.722932905
137,8/18/2011,1629.560059,2288.939941,0.711927836
138,8/25/2011,1579.160034,2288.939941,0.689908899
139,9/1/2011,1637.949951,2288.939941,0.715593241
140,9/8/2011,1528.76001,2288.939941,0.667889962
141,9/15/2011,1495.160034,2288.939941,0.653210688
142,9/22/2011,1217.969971,2288.939941,0.532110934
143,9/29/2011,1192.77002,2288.939941,0.521101493
144,10/6/2011,1335.560059,2288.939941,0.583484099
145,10/13/2011,1419.560059,2288.939941,0.62018231
146,10/20/2011,1436.359985,2288.939941,0.627521919
147,10/27/2011,1453.160034,2288.939941,0.634861583
148,11/3/2011,1444.76001,2288.939941,0.631191751
149,11/10/2011,1411.160034,2288.939941,0.616512478
150,11/17/2011,1360.76001,2288.939941,0.594493541
151,11/24/2011,1377.560059,2288.939941,0.601833204
152,12/1/2011,1394.359985,2288.939941,0.609172814
153,12/8/2011,1360.76001,2288.939941,0.594493541
154,12/15/2011,1352.359985,2288.939941,0.590823709
155,12/22/2011,1360.76001,2288.939941,0.594493541
156,12/29/2011,1394.359985,2288.939941,0.609172814
157,1/5/2012,1419.560059,2288.939941,0.62018231
158,1/12/2012,1444.76001,2288.939941,0.631191751
159,1/19/2012,1453.160034,2288.939941,0.634861583
160,1/26/2012,1579.160034,2288.939941,0.689908899
161,2/2/2012,1621.160034,2288.939941,0.708258004
162,2/9/2012,1612.76001,2288.939941,0.704588173
163,2/16/2012,1679.949951,2288.939941,0.733942346
164,2/23/2012,1646.349976,2288.939941,0.719263073
165,3/1/2012,1553.959961,2288.939941,0.678899404
166,3/8/2012,1587.560059,2288.939941,0.693578731
167,3/15/2012,1528.76001,2288.939941,0.667889962
168,3/22/2012,1528.76001,2288.939941,0.667889962
169,3/29/2012,1537.160034,2288.939941,0.671559793
170,4/5/2012,1503.560059,2288.939941,0.65688052
171,4/12/2012,1427.959961,2288.939941,0.623852088
172,4/19/2012,1453.160034,2288.939941,0.634861583
173,4/26/2012,1453.160034,2288.939941,0.634861583
174,5/3/2012,1385.959961,2288.939941,0.605502982
175,5/10/2012,1243.170044,2288.939941,0.54312043
176,5/17/2012,1192.77002,2288.939941,0.521101493
177,5/24/2012,1091.969971,2288.939941,0.477063619
178,5/31/2012,1016.369995,2288.939941,0.44403524
179,6/7/2012,1016.369995,2288.939941,0.44403524
180,6/14/2012,1167.569946,2288.939941,0.510091997
181,6/21/2012,1184.369995,2288.939941,0.517431661
182,6/28/2012,1192.77002,2288.939941,0.521101493
183,7/5/2012,1133.969971,2288.939941,0.495412724
184,7/12/2012,1142.369995,2288.939941,0.499082555
185,7/19/2012,1066.77002,2288.939941,0.466054177
186,7/26/2012,1049.969971,2288.939941,0.458714513
187,8/2/2012,1049.969971,2288.939941,0.458714513
188,8/9/2012,1016.369995,2288.939941,0.44403524
189,8/16/2012,1033.170044,2288.939941,0.451374903
190,8/23/2012,1049.969971,2288.939941,0.458714513
191,8/30/2012,1041.569946,2288.939941,0.455044681
192,9/6/2012,1125.569946,2288.939941,0.491742892
193,9/13/2012,1184.369995,2288.939941,0.517431661
194,9/20/2012,1117.170044,2288.939941,0.488073114
195,9/27/2012,1125.569946,2288.939941,0.491742892
196,10/4/2012,1083.569946,2288.939941,0.473393787
197,10/11/2012,1083.569946,2288.939941,0.473393787
198,10/18/2012,1083.569946,2288.939941,0.473393787
199,10/25/2012,1075.170044,2288.939941,0.469724008
200,11/1/2012,1075.170044,2288.939941,0.469724008
201,11/8/2012,1049.969971,2288.939941,0.458714513
202,11/15/2012,1033.170044,2288.939941,0.451374903
203,11/22/2012,1033.170044,2288.939941,0.451374903
204,11/29/2012,1058.369995,2288.939941,0.462384345
205,12/6/2012,1058.369995,2288.939941,0.462384345
206,12/13/2012,1058.369995,2288.939941,0.462384345
207,12/20/2012,1058.369995,2288.939941,0.462384345
208,12/27/2012,1117.170044,2288.939941,0.488073114
209,1/3/2013,1150.77002,2288.939941,0.502752387
210,1/10/2013,1175.969971,2288.939941,0.513761829
