No,Date,Close,MAX,Skala
0,1/1/2009,3107.280029,7600,0.408852635
1,1/8/2009,3180.110107,7600,0.41843554
2,1/15/2009,2136.25,7600,0.281085526
3,1/22/2009,2160.530029,7600,0.284280267
4,1/29/2009,2257.629883,7600,0.297056564
5,2/5/2009,2063.429932,7600,0.271503938
6,2/12/2009,2427.560059,7600,0.319415797
7,2/19/2009,2524.659912,7600,0.332192094
8,2/26/2009,2548.939941,7600,0.335386834
9,3/5/2009,2427.560059,7600,0.319415797
10,3/12/2009,2403.290039,7600,0.316222374
11,3/19/2009,2913.070068,7600,0.383298693
12,3/26/2009,2403.290039,7600,0.316222374
13,4/2/2009,2281.909912,7600,0.300251304
14,4/9/2009,2670.320068,7600,0.351357904
15,4/16/2009,2694.590088,7600,0.354551327
16,4/23/2009,2791.699951,7600,0.367328941
17,4/30/2009,3277.209961,7600,0.431211837
18,5/7/2009,3398.590088,7600,0.447182906
19,5/14/2009,3617.070068,7600,0.475930272
20,5/21/2009,3787,7600,0.498289474
21,5/28/2009,4029.75,7600,0.530230263
22,6/4/2009,4369.609863,7600,0.574948666
23,6/11/2009,4005.47998,7600,0.527036839
24,6/18/2009,4490.990234,7600,0.590919768
25,6/25/2009,4636.640137,7600,0.610084229
26,7/2/2009,4442.439941,7600,0.584531571
27,7/9/2009,4806.569824,7600,0.632443398
28,7/16/2009,4490.990234,7600,0.590919768
29,7/23/2009,4466.709961,7600,0.587724995
30,7/30/2009,4660.919922,7600,0.613278937
31,8/6/2009,4563.819824,7600,0.600502608
32,8/13/2009,4272.509766,7600,0.562172338
33,8/20/2009,4685.189941,7600,0.616472361
34,8/27/2009,4418.160156,7600,0.581336863
35,9/3/2009,4490.990234,7600,0.590919768
36,9/10/2009,4345.330078,7600,0.571753958
37,9/17/2009,4612.370117,7600,0.606890805
38,9/24/2009,4806.569824,7600,0.632443398
39,10/1/2009,4636.640137,7600,0.610084229
40,10/8/2009,4685.189941,7600,0.616472361
41,10/15/2009,4539.540039,7600,0.5973079
42,10/22/2009,4418.160156,7600,0.581336863
43,10/29/2009,4345.330078,7600,0.571753958
44,11/5/2009,4321.060059,7600,0.568560534
45,11/12/2009,4321.060059,7600,0.568560534
46,11/19/2009,4345.330078,7600,0.571753958
