No,Date,Close,MAX,Skala
0,1/1/2009,715,3000,0.238333333
1,1/8/2009,665,3000,0.221666667
2,1/15/2009,605,3000,0.201666667
3,1/22/2009,600,3000,0.2
4,1/29/2009,600,3000,0.2
5,2/5/2009,720,3000,0.24
6,2/12/2009,680,3000,0.226666667
7,2/19/2009,680,3000,0.226666667
8,2/26/2009,625,3000,0.208333333
9,3/5/2009,645,3000,0.215
10,3/12/2009,640,3000,0.213333333
11,3/19/2009,690,3000,0.23
12,3/26/2009,660,3000,0.22
13,4/2/2009,710,3000,0.236666667
14,4/9/2009,845,3000,0.281666667
15,4/16/2009,880,3000,0.293333333
16,4/23/2009,935,3000,0.311666667
17,4/30/2009,1220,3000,0.406666667
18,5/7/2009,1180,3000,0.393333333
19,5/14/2009,1250,3000,0.416666667
20,5/21/2009,1130,3000,0.376666667
21,5/28/2009,1260,3000,0.42
22,6/4/2009,1380,3000,0.46
23,6/11/2009,1240,3000,0.413333333
24,6/18/2009,1160,3000,0.386666667
25,6/25/2009,1180,3000,0.393333333
26,7/2/2009,1170,3000,0.39
27,7/9/2009,1180,3000,0.393333333
28,7/16/2009,1280,3000,0.426666667
29,7/23/2009,1330,3000,0.443333333
30,7/30/2009,1380,3000,0.46
31,8/6/2009,1490,3000,0.496666667
32,8/13/2009,1470,3000,0.49
33,8/20/2009,1640,3000,0.546666667
34,8/27/2009,1490,3000,0.496666667
35,9/3/2009,1520,3000,0.506666667
36,9/10/2009,1490,3000,0.496666667
37,9/17/2009,1460,3000,0.486666667
38,9/24/2009,1530,3000,0.51
39,10/1/2009,1590,3000,0.53
40,10/8/2009,1730,3000,0.576666667
41,10/15/2009,1680,3000,0.56
42,10/22/2009,1560,3000,0.52
43,10/29/2009,1520,3000,0.506666667
44,11/5/2009,1550,3000,0.516666667
45,11/12/2009,1600,3000,0.533333333
46,11/19/2009,1640,3000,0.546666667
47,11/26/2009,1630,3000,0.543333333
48,12/3/2009,1700,3000,0.566666667
49,12/10/2009,1710,3000,0.57
50,12/17/2009,1620,3000,0.54
51,12/24/2009,1670,3000,0.556666667
52,12/31/2009,1740,3000,0.58
53,1/7/2010,1810,3000,0.603333333
54,1/14/2010,1800,3000,0.6
55,1/21/2010,1680,3000,0.56
56,1/28/2010,1720,3000,0.573333333
57,2/4/2010,1670,3000,0.556666667
