No,Date,Close,MAX,Skala
0,1/1/2009,565.767029,17875,0.031651302
1,1/8/2009,573.413025,17875,0.03207905
2,1/15/2009,573.413025,17875,0.03207905
3,1/22/2009,596.348999,17875,0.033362182
4,1/29/2009,619.286011,17875,0.034645371
5,2/5/2009,611.640015,17875,0.034217623
6,2/12/2009,626.93103,17875,0.035073065
7,2/19/2009,611.640015,17875,0.034217623
8,2/26/2009,573.413025,17875,0.03207905
9,3/5/2009,573.413025,17875,0.03207905
10,3/12/2009,581.057983,17875,0.03250674
11,3/19/2009,611.640015,17875,0.034217623
12,3/26/2009,626.93103,17875,0.035073065
13,4/2/2009,672.804993,17875,0.03763944
14,4/9/2009,772.195984,17875,0.043199775
15,4/16/2009,802.778015,17875,0.044910658
16,4/23/2009,825.715027,17875,0.046193848
17,4/30/2009,879.232971,17875,0.049187859
18,5/7/2009,1337.959961,17875,0.074850907
19,5/14/2009,1192.699951,17875,0.066724473
20,5/21/2009,1177.410034,17875,0.065869093
21,5/28/2009,1169.76001,17875,0.065441119
22,6/4/2009,1467.939941,17875,0.082122514
23,6/11/2009,1376.189941,17875,0.076989647
24,6/18/2009,1307.380005,17875,0.07314014
25,6/25/2009,1337.959961,17875,0.074850907
26,7/2/2009,1322.670044,17875,0.073995527
27,7/9/2009,1353.25,17875,0.075706294
28,7/16/2009,1360.900024,17875,0.076134267
29,7/23/2009,1376.189941,17875,0.076989647
30,7/30/2009,1376.189941,17875,0.076989647
31,8/6/2009,1414.420044,17875,0.079128394
32,8/13/2009,1376.189941,17875,0.076989647
33,8/20/2009,1429.709961,17875,0.079983774
34,8/27/2009,1330.319946,17875,0.074423493
35,9/3/2009,1376.189941,17875,0.076989647
36,9/10/2009,1391.47998,17875,0.077845034
37,9/17/2009,1376.189941,17875,0.076989647
38,9/24/2009,1383.839966,17875,0.07741762
39,10/1/2009,1383.839966,17875,0.07741762
40,10/8/2009,1383.839966,17875,0.07741762
41,10/15/2009,1391.47998,17875,0.077845034
42,10/22/2009,1391.47998,17875,0.077845034
